昵称,用户id,头像,身高,学历,省份,城市,出生年份,性别,交友宣言
香奈儿～欣,570024,http://img.7799520.com/data/attachment/avatar/201705/27/570024/59296e3bb0b20.png.thumb.jpg,170,本科,广东,广州,1988,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
Daidai1111,570001,http://img.7799520.com/data/attachment/avatar/201705/27/570001/592965376f212.png.thumb.jpg,160,大专,上海,上海,1988,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
此是星辰,569994,http://img.7799520.com/data/attachment/avatar/201706/30/569994/5956423a82bb5.jpg.thumb.jpg,160,本科,福建,福州,1992,2,"坐标福州，福建南平人事，不爱外省爱本省～，～
外省勿扰～"
Nsnsnn,569975,http://img.7799520.com/data/attachment/avatar/201705/27/569975/59295a09d5c7f.png.thumb.jpg,165,中专,上海,上海,1996,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
南方1993,569958,http://img.7799520.com/data/attachment/avatar/201705/27/569958/59294fd0a2788.jpg.thumb.jpg,162,本科,江苏,南京,1993,2,非南京勿扰，谢过！
xt1990xxss,569944,http://img.7799520.com/data/attachment/avatar/201705/27/569944/592948af31e7e.jpg.thumb.jpg,162,本科,四川,成都,1990,2,在此输入可直接对话
翟艳艳,569943,http://img.7799520.com/data/attachment/avatar/201705/27/569943/5929488a8324e.jpg.thumb.jpg,157,初中,江苏,淮安,1987,2,专一重感情
江南城事 无关风月,569931,http://img.7799520.com/data/attachment/avatar/201707/19/569931/596e334f26061.jpg.thump.jpg,171,本科,广东,广州,1990,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
casey518,569903,http://img.7799520.com/data/attachment/avatar/201705/30/569903/592d7ad3b7134.jpg.thumb.jpg,168,本科,广东,广州,1983,2,非诚勿扰
❤️瑶,569900,http://img.7799520.com/data/attachment/avatar/201705/27/569900/5929394fd197d.JPG.thumb.jpg,162,高中,四川,成都,1993,2,找一个真爱的人来告别单身
小兰a,569872,http://img.7799520.com/data/attachment/avatar/201705/27/569872/59292f6870b37.jpg.thumb.jpg,167,本科,广东,广州,1985,2,"我的性格特点是独立风趣,业余时间我喜欢旅游,我憧憬的生活是爱情事业双丰收,我希望另一半是诚实耿直。"
CoCo凌,569840,http://img.7799520.com/data/attachment/avatar/201705/27/569840/592923a045d9d.png.thumb.jpg,158,本科,上海,上海,1990,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
ａ蕊,569788,http://img.7799520.com/data/attachment/avatar/201705/27/569788/592911cb276bb.png.thumb.jpg,167,本科,福建,厦门,1989,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
邓建华,569775,http://img.7799520.com/data/attachment/avatar/201705/27/569775/59290d3d1737e.jpg.thumb.jpg,169,中专,江西,南昌,1987,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
若涵灬,569754,http://img.7799520.com/data/attachment/avatar/201705/27/569754/592909182d79c.JPG.thumb.jpg,163,中专,上海,上海,1987,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
桃子的幸福,569696,http://img.7799520.com/data/attachment/avatar/201705/27/569696/5928f9d6b83be.jpg.thumb.jpg,166,本科,广东,深圳,1992,2,在此输入可直接对话
前世的回忆,569695,http://img.7799520.com/data/attachment/avatar/201705/27/569695/5928f9994cc2c.jpg.thumb.jpg,168,本科,福建,福州,1989,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
苏浅浅木,569624,http://img.7799520.com/data/attachment/avatar/201705/27/569624/5928e0e6eb121.jpg.thumb.jpg,172,本科,江苏,苏州,1990,2,在此输入可直接对话
可飞,569614,http://img.7799520.com/data/attachment/avatar/201705/27/569614/5928dec412deb.JPG.thumb.jpg,156,中专,浙江,杭州,1992,2,感谢那些浏览我的资料的人，感谢那些关注我的人，感谢那些给我带来爱情希望的人，在我主良缘，在寻找缘分的旅途上，我走得并不孤单。而最应该感谢的，就是你，我未来的所爱，我相信你一定在这里，在一个我还不曾到达的角落，在一个我们的目光不曾交汇的地方。
梧心小雏菊,569585,http://img.7799520.com/data/attachment/avatar/201705/27/569585/5928e23e5bd26.jpeg.thumb.jpg,160,本科,湖北,武汉,1991,2,"每个女生心目中都有一个王子梦，当然，我也不例外，始终坚信在未来有个王子正向你慢慢走来，只是走得稍微慢点而已。每个人对另一半的要求也大不相同，有的要求帅气或漂亮，有的要求成熟或善良孝顺，有的要求老实或可爱等等，而我则希望遇到一个阳光对我好对长辈孝顺的老好人。
 他会在我生病的时候为我递上一份爱的便当，在我生气时给我一个拥抱，反之，我也同样会回馈给他。
 他会 和我一起相约山顶看漫山花丛 相约大海感受一丝丝清爽 相约草原手牵手漫步 相约未来白头偕老。"
佳佳姐,569500,http://img.7799520.com/data/attachment/avatar/201705/27/569500/5928b945d037a.JPG.thumb.jpg,158,大专,湖南,长沙,1987,2,找个适合自己的，有责任心的
柏灵儿,569366,http://img.7799520.com/data/attachment/avatar/201705/27/569366/59286f34cefb2.JPG.thumb.jpg,166,初中,湖南,长沙,1991,2,时间会告诉我们，简单的喜欢，最长远；平凡中的陪伴，最心安；懂你的人，最温暖。
如熙,569349,http://img.7799520.com/data/attachment/avatar/201705/27/569349/59286896d86f9.jpg.thumb.jpg,167,本科,广东,深圳,1992,2,感谢那些浏览我的资料的人，感谢那些关注我的人，感谢那些给我带来爱情希望的人，在我主良缘，在寻找缘分的旅途上，我走得并不孤单。而最应该感谢的，就是你，我未来的所爱，我相信你一定在这里，在一个我还不曾到达的角落，在一个我们的目光不曾交汇的地方。
郑萌星,569320,http://img.7799520.com/data/attachment/avatar/201705/27/569320/5928612a825cc.jpg.thumb.jpg,153,大专,广东,深圳,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，我要幸福就是找个肩膀，暖暖的依赖一辈子。你是那个肩膀吗？
小雨cc,569215,http://img.7799520.com/data/attachment/avatar/201705/26/569215/59284d99c1cff.jpg.thumb.jpg,160,本科,广东,广州,1987,2,0恋爱经验，希望找一个疼我体贴人品好的男人！
当我瞎,569195,http://img.7799520.com/data/attachment/avatar/201705/26/569195/592846d2ee2b7.png.thumb.jpg,160,初中,福建,厦门,1997,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
grace-,569167,http://img.7799520.com/data/attachment/avatar/201705/26/569167/59284047e1cda.png.thumb.jpg,165,本科,广东,深圳,1988,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
5721,569123,http://img.7799520.com/data/attachment/avatar/201708/25/569123/599fc4a7beae2.jpg.thump.jpg,165,大专,广东,广州,1994,2,开心就好
愿为风,569101,http://img.7799520.com/data/attachment/avatar/201705/26/569101/592830d9d3e90.jpg.thumb.jpg,168,大专,四川,成都,1992,2,适合最好
贝燃,569039,http://img.7799520.com/data/attachment/avatar/201706/11/569039/593ca16522713.png.thumb.jpg,168,本科,广东,深圳,1995,2,(ಡωಡ)
津丹,568995,http://img.7799520.com/2017-11-25-1511617149-oqqVGvZU.png,153,本科,天津,天津,1977,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
雨后的彩虹.,568954,http://img.7799520.com/data/attachment/avatar/201705/26/568954/59280d2fe8d48.jpg.thumb.jpg,163,大专,上海,上海,1989,2,"我的性格特点是开朗,业余时间我喜欢逛街购物,我憧憬的生活是一个真正爱我疼我,我希望另一半是有上进心，理解我的。"
珀莱雅小燕,568922,http://img.7799520.com/data/attachment/avatar/201708/16/568922/599444b5c0fe9.jpg.thump.jpg,162,中专,广东,深圳,1995,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
Vivian90,568878,http://img.7799520.com/data/attachment/avatar/201705/26/568878/5927f4ad21180.jpeg.thumb.jpg,162,本科,湖南,长沙,1990,2,我们聊聊吧！说不定合适呢！
Sylvia Ji,568877,http://img.7799520.com/data/attachment/avatar/201705/26/568877/5927f7bd445d8.JPG.thumb.jpg,170,本科,上海,上海,1983,2,托到现在没有另一半，归因于心理成熟比较晚，加上一点点拖延症和运气，既然如此，那就好好相信可以遇到我的缘分。本人生活简单，优点就是真诚，算好人。非诚勿扰，只为一起构建幸福未来。
宝宝hannah,568836,http://img.7799520.com/2017-12-11-1512969354-Q6zWnJQv.png,160,大专,广东,深圳,1987,2,凡事盼望凡事相信凡事盼望，希望能遇上同样信耶稣基督的弟兄
吴雨晴,568825,http://img.7799520.com/data/attachment/avatar/201705/26/568825/5927e8aaf08a8.jpg.thumb.jpg,163,本科,广东,广州,1991,2,在此输入可直接对话
璇姐姐,568766,http://img.7799520.com/data/attachment/avatar/201705/26/568766/5927dfaf74a6d.png.thumb.jpg,158,初中,北京,北京,1993,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
Lucky宝拉,568722,http://img.7799520.com/data/attachment/avatar/201706/08/568722/59389fd626f1d.JPG.thumb.jpg,158,本科,上海,上海,1988,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
红茶布丁,568698,http://img.7799520.com/data/attachment/avatar/201705/26/568698/5927cc4f79155.jpg.thumb.jpg,163,本科,山东,青岛,1994,2,本人90后，爱好美食，跳舞，看电影，希望可以遇到一个当我伤心的时候能为我抹去心里的伤痛，在我开心时能与我一起分享喜悦的人，想深入了解的可以给我私聊，谢谢
青芒。,568696,http://img.7799520.com/data/attachment/avatar/201705/26/568696/5927cbdc5046c.jpg.thumb.jpg,167,中专,四川,成都,1993,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
蜕化也是美,568673,http://img.7799520.com/data/attachment/avatar/201705/26/568673/5927c5b2b68bd.jpg.thumb.jpg,162,本科,福建,福州,1985,2,"我的性格特点是外向,业余时间我喜欢运动,我憧憬的生活是简单平淡,我希望另一半是有责任心，疼爱我。"
小玉235,568659,http://img.7799520.com/data/attachment/avatar/201705/28/568659/592ae982e4b01.png.thumb.jpg,165,中专,甘肃,兰州,1994,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
涵Angel,568652,http://img.7799520.com/data/attachment/avatar/201705/26/568652/5927c067783b0.png.thumb.jpg,165,中专,北京,北京,1996,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
瑶幺,568579,http://img.7799520.com/data/attachment/avatar/201705/26/568579/5927b3285d7da.png.thumb.jpg,160,硕士,湖南,长沙,1993,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
专属气质,568567,http://img.7799520.com/data/attachment/avatar/201705/26/568567/5927b20733cf2.png.thumb.jpg,172,本科,北京,北京,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
missw,568530,http://img.7799520.com/data/attachment/avatar/201705/26/568530/5927a7b29624f.JPG.thumb.jpg,164,大专,广东,深圳,1995,2,宠我
小川川川川,568524,http://img.7799520.com/data/attachment/avatar/201706/05/568524/5934e2d00cb18.jpg.thumb.jpg,162,中专,广东,深圳,1985,2,真希望遇见一个合适的人， 什么都刚好，脾气刚好的互补，身高比例刚刚好，会吵架会斗嘴却谁也不会走。 ​​​
伈为勁守,568510,http://img.7799520.com/data/attachment/avatar/201705/26/568510/5927a59b8e5da.png.thumb.jpg,161,高中,广东,深圳,1991,2,我肯定成为不了那个最好的人，但我会成为最好的我，虽然成为不了最配你的人，但是我会让自己成为最好的我来配你！
刘睿睿,568483,http://img.7799520.com/data/attachment/avatar/201705/26/568483/59279d42b6f21.png.thumb.jpg,150,大专,湖南,长沙,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
鲁贝贝,568480,http://img.7799520.com/data/attachment/avatar/201705/26/568480/59279d0c6dc2a.jpg.thumb.jpg,166,本科,山东,青岛,1991,2,找一个自己爱的人，一辈子相濡以沫，相夫教子！
熙熙1989,568468,http://img.7799520.com/data/attachment/avatar/201705/26/568468/592799df133bf.jpg.thumb.jpg,158,本科,山东,济南,1989,2,找个靠谱的人，携手共度一生
